28899 2237352
1809 slowly 102
1810 east 748
1811 southeast 106
1812 turning 92
1813 peaked 160
1814 landfall 111
1815 western 448
1816 next 617
1817 weakened 92
1818 inland 79
1819 dissipated 90
1820 heavy 347
1821 rainfall 142
1822 caused 383
1823 winds 281
1824 flooding 142
1825 downed 14
1826 fatality 16
1827 occurred 192
1828 significant 313
1829 damages 32
1830 meteorological 52
1831 situated 61
1832 land 521
1833 roughly 101
1834 waters 99
1835 coast 334
1836 strengthening 26
1837 deep 181
1838 persistent 19
1839 cyclogenesis 9
1840 banding 6
1841 unfavorable 7
1842 shear 43
1843 bureau 63
1844 meteorology 5
1845 bom 3
1846 gale 28
1847 warnings 22
1848 system 729
1849 utc 84
1850 hundred 109
1851 northeast 142
1852 port 384
1853 disturbance 39
1854 initially 291
1855 nearly 246
1856 stationary 7
1857 showed 139
1858 signs 50
1859 organization 174
1860 relaxed 21
1861 joint 93
1862 typhoon 46
1863 warning 63
1864 center 366
1865 jtwc 22
1866 designated 128
1867 attained 54
1868 80 176
1869 km 836
1870 h 325
1871 mph 257
1872 maximum 132
1873 sustained 110
1874 exhibiting 3
1875 ridge 140
1876 southeastward 4
1877 eroded 12
1878 allowing 161
1879 intensified 65
1880 slight 25
1881 weakening 33
1882 intensity 128
1883 nearing 7
1884 mile 156
1885 beach 153
1886 1400 8
1887 weaken 22
1888 advisory 26
1889 similarly 91
1890 remnants 70
1891 died 401
1892 country 475
1893 desert 68
1894 impact 149
1895 advance 165
1896 communities 82
1897 alert 16
1898 cotton 53
1899 creek 279
1900 163 7
1901 6 1011
1902 rain 99
1903 annual 185
1904 175 31
1905 road 737
1906 closures 5
1907 swelled 6
1908 river 861
1909 passing 118
1910 crossing 77
1911 topped 47
1912 banks 48
1913 bush 57
1914 people 1015
1915 attempted 159
1916 men 684
1917 swept 27
1918 rescued 39
1919 services 190
1920 basin 96
1921 m 966
1922 108 26
1923 michigan 113
1924 highway 449
1925 state 1274
1926 trunkline 21
1927 street 367
1928 maps 31
1929 labeled 29
1930 mackinaw 8
1931 boundary 53
1932 emmet 6
1933 cheboygan 3
1934 counties 73
1935 designation 72
1936 1928 60
1937 local 574
1938 control 476
1939 1957 57
1940 revived 40
1941 routing 26
1942 1960 114
1943 news 205
1944 department 228
1945 transportation 100
1946 mdot 29
1947 rebuild 15
1948 roadway 35
1949 preparation 57
1950 once 480
1951 officials 139
1952 memoranda 3
1953 understanding 65
1954 completing 47
1955 route 540
1956 720 4
1957 connected 109
1958 interchanges 10
1959 interstate 39
1960 75 171
1961 tourist 53
1962 welcome 32
1963 southern 487
1964 terminus 70
1965 partial 75
1966 interchange 109
1967 exit 82
1968 337 6
1969 31 251
1970 village 296
1971 thunder 13
1972 falls 89
1973 park 494
1974 intersection 76
1975 amenities 4
1976 west 843
1977 maintenance 41
1978 ends 105
1979 ramp 11
1980 northbound 8
1981 338 5
1982 commissioned 103
1983 rare 125
1984 legged 4
1985 connecting 43
1986 ferry 35
1987 docks 7
1988 fort 312
1989 historic 138
1990 traveling 44
1991 westbound 13
1992 motorists 12
1993 southbound 9
1994 mackinac 8
1995 bridge 208
1996 decommissioning 4
1997 plans 195
1998 entirety 30
1999 widened 11
2000 reconstructed 17
2001 rebuilding 20
2002 section 257
2003 closed 171
2004 completed 358
2005 bed 39
2006 reopened 27
2007 memorial 104
2008 weekend 48
2009 construction 434
2010 ceased 34
2011 decommissioned 33
2012 reports 153
2013 merit 20
2014 status 185
2015 federal 168
2016 guidelines 12
2017 affect 32
2018 major 737
2019 intersections 28
2020 entire 243
2021 bradstreet 41
2022 baptized 4
2023 1603 6
2024 1697 4
2025 colonial 84
2026 magistrate 6
2027 businessman 20
2028 diplomat 12
2029 governor 159
2030 massachusetts 60
2031 bay 259
2032 colony 143
2033 arriving 55
2034 winthrop 3
2035 fleet 319
2036 1630 7
2037 constantly 36
2038 politics 97
2039 1679 6
2040 served 327
2041 diplomatic 35
2042 missions 82
2043 agent 86
2044 crown 122
2045 london 418
2046 commissioner 37
2047 confederation 12
2048 politically 20
2049 comparatively 16
2050 arguing 38
2051 minority 36
2052 favor 59
2053 freedom 73
2054 speech 80
2055 accommodation 18
2056 demands 52
2057 king 625
2058 charles 217
2059 ii 589
2060 restoration 69
2061 throne 61
2062 married 183
2063 anne 46
2064 daughter 186
2065 co 256
2066 dudley 42
2067 poet 98
2068 investing 6
2069 shipping 63
2070 interests 60
2071 advanced 123
2072 age 454
2073 93 50
2074 mather 4
2075 referred 206
2076 nestor 6
2077 descendants 27
2078 famous 116
2079 jurists 3
2080 oliver 25
2081 wendell 4
2082 holmes 13
2083 jr. 21
2084 life 938
2085 lincolnshire 11
2086 sons 74
2087 father 416
2088 rector 17
2089 parish 56
2090 church 968
2091 descended 23
2092 minor 231
2093 irish 244
2094 nobility 13
2095 vocal 113
2096 young 464
2097 acquired 88
2098 puritan 8
2099 religious 255
2100 views 82
2101 emmanuel 11
2102 college 259
2103 studied 82
2104 entering 87
2105 service 472
2106 earl 65
2107 lincoln 37
2108 assistant 91
2109 1622 8
2110 uncertainty 19
2111 whether 200
2112 1623 6
2113 1624 6
2114 attended 131
2115 receiving 90
2116 degree 104
2117 anderson 157
2118 individual 175
2119 recommended 76
2120 tutor 17
2121 lord 145
2122 rich 100
2123 son 361
2124 warwick 12
2125 temporarily 47
2126 boston 102
2127 return 361
2128 briefly 97
2129 steward 4
2130 countess 13
2131 1628 9
2132 view 221
2133 toward 138
2134 establishing 58
2135 1629 7
2136 dudleys 4
2137 ships 441
2138 carried 187
2139 founded 135
2140 capital 243
2141 brief 87
2142 residence 58
2143 renamed 85
2144 what 846
2145 harvard 16
2146 1637 5
2147 controversy 85
2148 magistrates 9
2149 sat 29
2150 trial 112
2151 hutchinson 10
2152 banishment 3
2153 1639 10
2154 granted 120
2155 salem 10
2156 lived 195
2157 becoming 218
2158 founding 30
2159 settlers 96
2160 1648 13
2161 1666 4
2162 destroyed 190
2163 supposedly 21
2164 maid 8
2165 varied 40
2166 business 251
2167 speculating 3
2168 colonists 25
2169 ship 503
2170 trade 214
2171 1660 12
2172 shares 46
2173 atherton 3
2174 development 505
2175 narragansett 4
2176 present 364
2177 rhode 32
2178 island 618
2179 serving 104
2180 committee 176
2181 publishing 70
2182 advertising 61
2183 lands 118
2184 owned 141
2185 acres 95
2186 610 5
2187 ha 73
2188 spread 108
2189 slaves 28
2190 woman 235
2191 hannah 39
2192 council 295
2193 selected 167
2194 secretary 125
2195 hold 160
2196 1644 8
2197 legislation 66
2198 judicial 26
2199 decisions 44
2200 punishing 4
2201 speaking 99
2202 governing 30
2203 outspoken 9
2204 opposition 87
2205 witch 26
2206 infested 10
2207 culminating 17
2208 numerous 182
2209 trials 71
2210 1692 6
2211 representing 68
2212 coordinated 25
2213 matters 43
2214 principally 16
2215 defense 178
2216 colonies 85
2217 regularly 73
2218 chosen 121
2219 dominated 93
2220 public 623
2221 affairs 59
2222 higher 166
2223 elected 141
2224 deputy 44
2225 leverett 3
2226 military 576
2227 actions 148
2228 foreign 148
2229 neighbors 18
2230 opposing 38
2231 intervention 32
2232 french 539
2233 dispute 48
2234 spoke 60
2235 attacking 67
2236 netherland 4
2237 anglo 51
2238 dutch 102
2239 war 1370
2240 1652 5
2241 dealing 34
2242 english 546
2243 amsterdam 12
2244 1650 12
2245 hartford 12
2246 connecticut 18
2247 treaty 127
2248 negotiated 20
2249 determine 55
2250 bring 110
2251 jurisdiction 18
2252 authorities 142
2253 concerned 71
2254 preserving 11
2255 charter 93
2256 rights 155
2257 1661 3
2258 headed 90
2259 legislative 27
2260 consider 66
2261 debate 71
2262 touching 24
2263 patent 14
2264 privileges 8
2265 duty 55
2266 majesty 11
2267 should 387
2268 seem 50
2269 proper 59
2270 letter 123
2271 drafted 28
2272 reiterated 4
2273 declarations 5
2274 allegiance 18
2275 loyalty 26
2276 norton 15
2277 agents 59
2278 deliver 32
2279 renewed 40
2280 assent 8
2281 expected 148
2282 expand 33
2283 tolerance 23
2284 minorities 21
2285 quakers 5
2286 harshly 7
2287 hardline 6
2288 factions 17
2289 legislature 40
2290 defended 67
2291 need 157
2292 accommodate 34
2293 wishes 46
2294 course 166
2295 respond 32
2296 divided 128
2297 faction 22
2298 obey 10
2299 commonwealth 74
2300 aggressively 14
2301 maintaining 42
2302 1660s 4
2303 governors 23
2304 distracted 8
2305 domestic 136
2306 lay 54
2307 relations 60
2308 deteriorated 15
2309 reforms 45
2310 resisted 11
2311 opposed 116
2312 change 238
2313 leadership 75
2314 tenure 42
2315 edward 127
2316 randolph 12
2317 attempting 73
2318 enforce 18
2319 navigation 32
2320 acts 82
2321 certain 197
2322 types 131
2323 involving 65
2324 illegal 46
2325 enforcement 18
2326 vigorously 12
2327 merchant 30
2328 classes 84
2329 sympathetic 25
2330 frequently 105
2331 refused 151
2332 accused 70
2333 violating 8
2334 instance 58
2335 jury 46
2336 verdict 25
2337 laws 72
2338 convinced 56
2339 general 744
2340 court 366
2341 needed 165
2342 create 198
2343 mechanisms 10
2344 bill 203
2345 establish 89
2346 naval 149
2347 debated 30
2348 1681 5
2349 house 557
2350 deputies 6
2351 supporting 127
2352 finally 219
2353 passed 237
2354 difficult 214
2355 subject 160
2356 reprisal 4
2357 lawsuits 3
2358 actually 145
2359 implement 24
2360 law 306
2361 challenges 33
2362 vindicated 3
2363 re 349
2364 election 199
2365 1682 4
2366 used 1508
2367 authority 143
2368 further 578
2369 undermine 5
2370 effects 212
2371 threats 36
2372 report 200
2373 prompted 54
2374 dispatch 5
2375 argue 19
2376 case 307
2377 powers 107
2378 arrival 95
2379 lords 81
2380 ultimatum 4
2381 grant 88
2382 wider 44
2383 negotiate 19
2384 modifications 13
2385 risk 118
2386 responded 95
2387 issuing 24
2388 instructions 21
2389 hard 165
2390 legal 142
2391 processes 20
2392 begun 97
2393 1683 3
2394 formally 63
2395 1684 4
2396 dominion 21
2397 temporary 54
2398 established 440
2399 brother 182
2400 james 390
2401 1685 4
2402 1686 4
2403 offered 160
2404 sir 143
2405 edmund 22
2406 andros 8
2407 greatly 91
2408 existing 92
2409 seizing 11
2410 congregational 3
2411 properties 60
2412 handed 38
2413 rule 169
2414 unpopular 19
2415 revolt 18
2416 arose 31
2417 1689 8
2418 1688 4
2419 glorious 20
2420 revolution 117
2421 william 304
2422 mary 154
2423 increase 194
2424 phips 4
2425 petitioned 12
2426 furthermore 53
2427 delay 39
2428 notifying 4
2429 dispatched 30
2430 stating 152
2431 illegally 7
2432 prepare 47
2433 minds 14
2434 apparently 64
2435 individuals 136
2436 possible 287
2437 organizers 13
2438 mob 10
2439 members 496
2440 addressed 32
2441 surrender 70
2442 quiet 23
2443 fled 36
2444 castle 175
2445 surrendered 35
2446 months 345
2447 confinement 5
2448 wake 32
2449 arrest 36
2450 language 247
2451 invaded 32
2452 fairly 30
2453 quickly 193
2454 revert 5
2455 government 774
2456 form 631
2457 resumed 53
2458 governorship 5
2459 annually 61
2460 defend 51
2461 reintroduction 4
2462 characterized 56
2463 strangers 4
2464 stirring 7
2465 trouble 62
2466 frontier 30
2467 frequent 55
2468 indian 244
2469 raiding 17
2470 expeditions 29
2471 1690 4
2472 quebec 16
2473 1691 3
2474 province 111
2475 declined 97
2476 legacy 91
2477 buried 124
2478 poetry 114
2479 wife 344
2480 verses 34
2481 expressions 11
2482 enduring 24
2483 husband 157
2484 1672 3
2485 couple 123
2486 children 515
2487 survived 89
2488 infancy 6
2489 1676 4
2490 ann 49
2491 gardner 36
2492 widow 27
2493 u.s. 394
2494 herbert 26
2495 hoover 44
2496 actor 176
2497 humphrey 37
2498 bogart 3
2499 ghost 70
2500 shell 102
2501 stand 107
2502 alone 142
2503 solid 79
2504 japanese 255
2505 攻殻機動隊 3
2506 hepburn 7
2507 kōkaku 4
2508 2006 515
2509 fiction 164
2510 thriller 23
2511 anime 60
2512 film 1405
2513 masamune 3
2514 shirow 3
2515 manga 63
2516 i.g 6
2517 kenji 6
2518 events 406
2519 2nd 194
2520 togusa 9
2521 leader 121
2522 security 149
2523 increased 269
2524 considerably 28
2525 size 237
2526 deals 37
2527 complicated 34
2528 incidents 23
2529 assassination 52
2530 ka 10
2531 rum 9
2532 dictator 21
2533 siak 6
2534 leads 82
2535 terrorist 58
2536 using 438
2537 vectors 3
2538 cybernetic 4
2539 virus 20
2540 investigations 36
2541 reveal 50
2542 hacker 8
2543 nicknamed 30
2544 puppeteer 13
2545 budget 102
2546 360 45
2547 yen 3
2548 2007 567
2549 stereoscopic 5
2550 3d 73
2551 very 690
2552 dialogue 63
2553 lacking 42
2554 investigating 22
2555 string 45
2556 mysterious 32
2557 suicides 7
2558 refugees 20
2559 chief 172
2560 conducts 7
2561 raid 77
2562 refugee 6
2563 dead 196
2564 retaliation 32
2565 operative 17
2566 attack 445
2567 batou 15
2568 intercept 9
2569 encounters 29
2570 kusanagi 25
2571 conducting 26
2572 investigation 53
2573 apprehend 3
2574 dies 44
2575 takes 189
2576 warns 12
2577 operatives 6
2578 develop 101
2579 theory 121
2580 responsible 158
2581 forced 272
2582 discovers 30
2583 kidnapped 7
2584 intended 208
2585 carriers 12
2586 noble 37
2587 rot 8
2588 senior 117
2589 citizens 58
2590 begins 177
2591 suspect 24
2592 conspiracy 16
2593 body 442
2594 20 653
2595 soon 315
2596 afterwards 69
2597 causes 64
2598 disappearance 17
2599 believes 76
2600 sniper 8
2601 targeting 19
2602 supposed 69
2603 mastermind 3
2604 capture 131
2605 revealed 152
2606 informant 7
2607 target 80
2608 says 136
2609 mechanism 27
2610 killed 343
2611 missing 92
2612 assigned 191
2613 elderly 25
2614 man 707
2615 child 236
2616 sole 47
2617 heir 34
2618 rather 311
2619 assets 18
2620 protect 84
2621 abuse 41
2622 turned 241
2623 death 654
2624 immediately 176
2625 interfere 10
2626 receives 50
2627 call 167
2628 brain 36
2629 forces 542
2630 drive 130
2631 cyberbrain 3
2632 hospital 160
2633 option 59
2634 lose 61
2635 commit 23
2636 suicide 53
2637 chooses 11
2638 identifies 26
2639 collective 23
2640 consciousness 23
2641 welfare 12
2642 rejoins 3
2643 confirms 8
2644 ito 5
2645 munei 6
2646 influential 61
2647 politician 22
2648 politicians 35
2649 front 327
2650 brainwashing 7
2651 facility 45
2652 elite 30
2653 pure 52
2654 generation 107
2655 vision 84
2656 golden 128
2657 eliminate 31
2658 interfering 5
2659 ignorant 6
2660 origin 79
2661 abduction 4
2662 infrastructure 61
2663 designer 55
2664 koshiki 3
2665 steps 46
2666 claiming 55
2667 committing 10
2668 dives 3
2669 trap 21
2670 hack 5
2671 vanishing 3
2672 mediator 3
2673 tells 91
2674 recovering 16
2675 built 646
2676 hired 95
2677 fragment 16
2678 herself 113
2679 knew 86
2680 linked 68
2681 dive 14
2682 concludes 25
2683 ultimate 47
2684 identity 72
2685 remain 141
2686 unknown 120
2687 incident 85
2688 scandal 19
2689 cast 247
2690 hinted 12
2691 project 397
2692 collaboration 63
2693 bandai 3
2694 officially 134
2695 tokyo 39
2696 fair 50
2697 theatrically 3
2698 direct 193
2699 dvd 116
2700 undecided 4
2701 equivalent 65
2702 hi 16
2703 staff 213
2704 tv 207
2705 d 206
2706 layout 22
2707 render 6
2708 interior 96
2709 shots 69
2710 separately 28
2711 art 397
2712 tasked 40
2713 lighting 21
2714 boards 12
2715 sources 134
2716 scene 250
2717 improve 71
2718 overall 234
2719 animation 49
2720 themes 158
2721 motoko 12
2722 portraying 20
2723 obtained 69
2724 ghosts 9
2725 convincing 12
2726 story 545
2727 self 209
2728 showing 74
2729 strength 153
2730 yoko 11
2731 read 135
2732 scripts 31
2733 compose 14
2734 composing 14
2735 wakabayashi 5
2736 provide 217
2737 menus 3
2738 70 148
2739 scores 33
2740 composed 167
2741 nissan 3
2742 sponsorship 22
2743 movie 161
2744 concept 143
2745 cars 56
2746 designed 275
2747 sport 114
2748 sports 148
2749 seater 4
2750 premiered 58
2751 auto 17
2752 comic 107
2753 con 10
2754 screening 20
2755 fantasia 4
2756 festival 163
2757 contained 105
2758 various 410
2759 interviews 31
2760 videos 73
2761 soundtrack 146
2762 cd 82
2763 blu 35
2764 ray 111
2765 laughing 16
2766 trilogy 27
2767 box 126
2768 sequence 142
2769 theater 79
2770 normal 96
2771 deluxe 15
2772 advertisements 37
2773 audio 48
2774 commentaries 11
2775 packaged 12
2776 content 119
2777 2d 24
2778 adaptation 54
2779 kodansha 5
2780 optical 12
2781 camouflage 6
2782 camera 71
2783 ios 6
2784 xbox 33
2785 promote 66
2786 remake 28
2787 christopher 48
2788 ign 85
2789 worthwhile 4
2790 watch 80
2791 carl 37
2792 swift 24
2793 futuristic 8
2794 crime 92
2795 clever 13
2796 twists 5
2797 criticizing 16
2798 confusing 14
2799 somewhat 69
2800 bloodless 3
2801 marcus 24
2802 active 160
2803 length 237
2804 lots 16
2805 cool 51
2806 largely 208
2807 offers 79
2808 depth 112
2809 focused 87
2810 happy 95
2811 awarded 187
2812 prize 86
2813 21st 57
2814 prix 47
2815 museum 257
2816 285 8
2817 268 5
2818 theaters 26
2819 jose 33
2820 tenth 46
2821 atlantic 291
2822 hurricane 578
2823 cyclones 33
2824 hurricanes 59
2825 storms 69
2826 campeche 9
2827 mexican 61
2828 veracruz 47
2829 dissipating 32
2830 still 612
2831 levels 160
2832 directly 176
2833 usd 58
2834 identified 117
2835 wave 152
2836 africa 225
2837 spawned 25
2838 depression 291
2839 westward 56
2840 caribbean 90
2841 yucatán 11
2842 peninsula 104
2843 little 485
2844 morning 202
2845 exploded 9
2846 highly 163
2847 favorable 47
2848 divergence 4
2849 upper 212
2850 flow 112
2851 readings 13
2852 satellite 47
2853 defined 86
2854 1200 31
2855 prompting 29
2856 national 916
2857 classify 12
2858 110 63
2859 mi 296
2860 warm 71
2861 organize 19
2862 proximity 29
2863 nhc 19
2864 advantage 134
2865 tracked 37
2866 motion 102
2867 existence 93
2868 global 79
2869 model 128
2870 guidance 32
2871 failed 234
2872 resolve 20
2873 models 61
2874 stall 7
2875 offshore 44
2876 strengthen 29
2877 60 206
2878 90 137
2879 afternoon 51
2880 mountains 92
2881 preparations 38
2882 so 1083
2883 shore 75
2884 coastline 29
2885 covered 168
2886 southwards 6
2887 canceled 27
2888 advisories 23
2889 emphasized 30
2890 primary 207
2891 threat 102
2892 damaging 26
2893 crops 55
2894 highways 54
2895 homes 122
2896 districts 39
2897 cities 135
2898 evacuation 25
2899 shelters 23
2900 120 78
2901 municipalities 14
2902 torrential 14
2903 concentrated 43
2904 martínez 9
2905 la 177
2906 torre 5
2907 nautla 4
2908 san 227
2909 rafael 31
2910 vega 3
2911 33 137
2912 damaged 242
2913 kilometers 40
